Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Alcohol content (product.metafields.custom.alcohol),Appellation/Area (product.metafields.custom.appellation),Display in (product.metafields.custom.display_in),Warehouse Bin (product.metafields.custom.warehouse_bin),Bio (product.metafields.filter.bio),Country (product.metafields.filter.country),Grapes (product.metafields.filter.grapes),Grapes-dominant (product.metafields.filter.grapes-dominant),Type (product.metafields.filter.type),Region (product.metafields.filters.region),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Restricciones de edad (product.metafields.shopify.age-restrictions),Color (product.metafields.shopify.color-pattern),País (product.metafields.shopify.country),Preferencias alimentarias (product.metafields.shopify.dietary-preferences),Tipo de evento (product.metafields.shopify.event-type),Región (product.metafields.shopify.region),Dulzura del vino (product.metafields.shopify.wine-sweetness),Variedad de vino (product.metafields.shopify.wine-variety),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jerez-fino-zuleta,DELGADO ZULETA FINO PALE & DRY,"<p><strong>VIEW</strong>: The wine is light straw yellow in color. </p><p><strong>BOUQUET</strong>: The aroma is intense and delicate, with notes of almonds, fresh dough and wild herbs.</p><p><strong>MOUTH</strong>: The flavor is light, dry and delicate. Pleasant fresh aftertaste of almonds.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, españa, jerez, nacional, NV, palomino, seco",true,Vintage,2023,,Size,0.75 L,,,,,198,1000.0,shopify,deny,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2695.png?v=1715177960,1,"",false,,,,,,,,,,,,,,15%,Jerez-Xérès-Sherry,All collections,L21,,Spain,Palomino fino,Palomino,Fortified wine,Andalucía,,,,,,,,,,,,,,,kg,,3.20,active
jerez-medium-zuleta,DELGADO ZULETA MEDIUM,"<p><strong>VIEW</strong>: The wine has a bright amber color.</p>
<p><strong>BOUQUET</strong>: Strong pronounced aroma of nuts and caramel.</p>
<p><strong>MOUTH</strong>: The taste in development is slightly sweet, rich and well balanced.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, españa, jerez, moscatel, nacional, NV, palomino, pedro jimenez, semidulce, sherry, spain, sur, xeres, ximenez",true,Size,0.75 L,,,,,,,,202,1000.0,shopify,deny,manual,11.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2688.png?v=1715176095,1,"",false,,,,,,,,,,,,,,"17,5%",Jerez-Xérès-Sherry,All collections,L21,,Spain,Palomino / Moscatel / Pedro Ximenez,Palomino,Fortified wine,Andalucía,,,,,,,,,,,,,,,kg,,3.22,active
jerez-manzanilla-la-goya,DELGADO ZULETA MANZANILLA LA GOYA,"<p><strong>VIEW</strong>: Brilliant wine of pale golden yellow color. </p><p><strong>BOUQUET</strong>: Characteristic aromas from aging under the ""fleur"", notes of roasted almonds, chamomile and orange peel.</p><p><strong>MOUTH</strong>: A light, dry and very soft wine with a uniquely long and pleasant aftertaste.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, blanco, españa, manzanilla, nacional, NV, palomino, sanlucar de berrameda, seco, spain",true,Size,0.75 L,,,,,,,,201,1000.0,shopify,deny,manual,11.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2694.png?v=1715177981,1,"",false,,,,,,,,,,,,,,15%,Manzanilla-Sanlúcar de Barrameda,All collections,L13,,Spain,Palomino,Palomino,Fortified wine,Andalucía,,,,,,,,,,,,,,,kg,,4.42,active
jerez-cream-monteagudo,DELGADO ZULETA MONTEAGUDO CREAM,"<p><strong>VIEW</strong>: A wine with a rich dark mahogany color</p><p><strong>BOUQUET</strong>: Intense and complex aroma of dried fruits (raisins, figs, apricots).</p><p><strong>MOUTH</strong>: The flavor is very smooth, with a wonderful combination of acidity and sweetness.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, dulce, españa, jerez, jimenez, moscatel, nacional, NV, palomino, pedro ximenez, sherry, spain, sur, xeres",true,Size,0.75 L,,,,,,,,197,1000.0,shopify,deny,manual,17.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-3109.png?v=1717761987,1,"",false,,,,,,,,,,,,,,"18,5%",Jerez-Xérès-Sherry,All collections,L22,,Spain,Palomino / Moscatel / Pedro Ximenez,Palomino,Fortified wine,Andalucía,,,,,,,,,,,,,,,kg,,5.60,active
jerez-pedro-ximenez-monteagudo,DELGADO ZULETA MONTEAGUDO PEDRO XIMÉNEZ,"<p><strong>VIEW</strong>: Ebony-colored wine.</p><p><strong>BOUQUET</strong>: Intense aromas of raisins, licorice, coffee and spices.</p><p><strong>MOUTH</strong>: The flavor is very soft and sweet, with a wonderful combination of sweetness and acidity. Velvety and balanced wine with a very long and pleasant aftertaste.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, espana, jerez, nacional, NV, seco, sherry, spain, sur, xeres",true,Size,0.75 L,,,,,,,,205,1000.0,shopify,deny,manual,19.00,21.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2685.png?v=1715176022,1,"",false,,,,,,,,,,,,,,"17,5%",Jerez-Xérès-Sherry,All collections,L23,,Spain,Pedro Ximénez,Pedro Ximénez,Fortified wine,Andalucía,,,,,,,,,,,,,,,kg,,7.04,active
jerez-palo-cortado-monteagudo,DELGADO ZULETA MONTEAGUDO PALO CORTADO,"<p><strong>VIEW</strong>: The wine is a bright amber color.</p><p><strong>BOUQUET</strong>: Intense aromas of almonds and hazelnuts, and less pronounced notes of coffee and wood.</p><p><strong>MOUTH</strong>: The flavor is dry, very rich and persistent.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, espana, jerez, nacional, NV, palomino, seco, sherry, spain, sur, xeres",true,Size,0.75 L,,,,,,,,204,1000.0,shopify,deny,manual,19.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2684.png?v=1715175743,1,"",false,,,,,,,,,,,,,,19%,Jerez-Xérès-Sherry,All collections,L23,,Spain,Palomino fino,Palomino,Fortified wine,Andalucía,,,,spain,,,jerez,seco,blanco,,,,,,kg,,7.51,active
jerez-manzanilla-barbiana-rama,DELGADO ZULETA MANZANILLA BARBIANA EN RAMA,"<p><strong>VIEW</strong>: A wine of light golden color </p><p><strong>BOUQUET</strong>: Elegant aromas of sea salt, apple, umami and soy.</p><p><strong>MOUTH</strong>: Fresh, slightly brackish wine with a surprisingly long and pleasant aftertaste.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, blanco, españa, manzanilla, nacional, NV, palomino, sanlucar de barrameda, seco",true,Size,0.75 L,,,,,,,,200,1000.0,shopify,deny,manual,14.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2687.png?v=1715176069,1,"",false,,,,,,,,,,,,,,15%,Manzanilla-Sanlúcar de Barrameda,All collections,L23,,Spain,Palomino,Palomino,Fortified wine,Andalucía,,,,,,,,,,,,,,,kg,,6.99,active
josep-foraster-rosat-trepat-brut,JOSEP FORASTER CAVA BRUT TREPAT ROSAT,"<p><strong>VIEW</strong>: Onion peel colored wine with very fine and persistent bubbles. </p><p><strong>BOUQUET</strong>: Flavors of red fruits, bun and spices.</p><p><strong>MOUTH</strong>: An elegant and refreshing wine.</p>",MAS FORASTER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, brut, Catalonia, catalunya, Cataluña, cava, españa, espumoso, nacional, NV, trepat",true,Vintage,2022,,Size,0.75 L,,,,,698,1000.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_59.jpg?v=1695040618,1,"",false,,,,,,,,,,,,,,"11,5%",Cava,All collections,G11,,Spain,Trepat,Trepat,Sparkling wine,Catalunya,,,,,,,,,,,,,,,kg,,8.24,active
taberner,HUERTA DE ALBALÁ TABERNER,"<p><strong>VIEW</strong>: Very deep, almost inky color.</p>
<p><strong>BOUQUET</strong>: Full, rich and heavy aromas of plums, chocolate, spices, coffee and oak bark. Light hints of roasted meat, leather and tar.</p>
<p><strong>MOUTH</strong>: Intense flavors of dark cherries and plums with a slight hint of red currants. The wine is rounded and rich, with wonderfully balanced fruit flavors, acidity and a hint of oak from barrel aging.</p>",HUERTA DE ALBALÁ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Andalucia, cadiz, españa, nacional, spain, syrah, tinto",true,Vintage,2017,,Size,0.75 L,,,,,245,1000.0,shopify,deny,manual,26.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_94.png?v=1732107236,1,"",false,,,,,,,,,,,,,,"15,5%",Vino de la tierra de Cádiz,All collections,H23,,Spain,Syrah,Syrah,Red wine,Andalucía,,,,,,,,,,,,,,,kg,,12.31,active
taberner,,,,,,,,,2019,,,0.75 L,,,,,882,1000.0,shopify,deny,manual,26.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,13.44,
barbazul-rosado,BARBAZUL ROSADO,"<p><strong>VIEW</strong>: Reddish, with shades of violet.</p><p><strong>BOUQUET</strong>: A vivid presence of floral notes, roses, tropical fruit, aromatic herbs.</p><p><strong>MOUTH</strong>: Lively on the mouth, full, fresh and fruity. Intense and enveloping.</p>",HUERTA DE ALBALÁ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Rose Wine,"all collections, Andalucia, cadiz, españa, rosa, seco, syrah",true,Vintage,2024,,Size,0.75 L,,,,,879,1000.0,shopify,deny,manual,10.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/vINOborgonaburgundy_19.png?v=1747225287,1,"",false,,,,,,,,,,,,,,12%,Vino de la Tierra de Cádiz,All collections,H32,,Spain,Syrah,Syrah,Rose wine,Andalucía,,,,,,,,,,,,,,,kg,,5.47,active
barbazul-tinto,BARBAZUL TINTO,"<p><strong>VIEW</strong>: Cherry red, with shades of violet</p>
<p><strong>BOUQUET</strong>: An interesting wine with complex aromas of red berries, figs and aromatic herbs.</p>
<p><strong>MOUTH</strong>: Rich and strong flavor with hints of leather, sweet spices and ripe red fruits. Balanced acidity, fine structure and long aftertaste.</p>",HUERTA DE ALBALÁ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Andalucia, cabernet sauvignon, cadiz, españa, merlot, seco, syrah, tintilla de rota, tinto",true,Vintage,2021,,Size,0.75 L,,,,,244,1000.0,shopify,deny,manual,11.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/vINOborgonaburgundy_18.png?v=1747225309,1,"",false,,,,,,,,,,,,,,"14,5%",Vino de la Tierra de Cádiz,All collections,H31,,Spain,Syrah / Merlot / Cabernet Sauvignon / Tintilla de Rota,Syrah,Red wine,Andalucía,,,,,,,,,,,,,,,kg,,4.91,active
barbazul-tinto,,,,,,,,,2022,,,0.75 L,,,,,881,1000.0,shopify,deny,manual,11.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.47,
barbazul-blanco,BARBAZUL BLANCO,"<p><strong>VIEW</strong>: <span>Pale straw yellow, with some greenish hues.</span></p>
<p><strong>BOUQUET</strong>: <span>Aromas of white flowers, citrus blossoms and fruits, peaches, fresh herbs.</span></p>
<p><strong>MOUTH</strong>: <span>Tasty, sparkling and lively with fruity notes, intense and enveloping.</span></p>
<p><strong>FOOD PAIRING:</strong> <span>Smoked fish or meat, fish/seafood rice, roast suckling pig, oriental cuisine, complex salads, foie gras, grilled seafood, pasta with fish/seafood sauce, grilled or baked white fish, blue cheese, sushi, vegetables.</span></p>",HUERTA DE ALBALÁ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, Andalucia, blanco, cadiz, chardone, chardonnay, espana, seco",true,Vintage,2024,,Size,0.75 L,,,,,880,1000.0,shopify,deny,manual,11.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/vINOborgonaburgundy_20.png?v=1747225201,1,"",false,,,,,,,,,,,,,,14%,Vino de la Tierra de Cádiz,All collections,H41,,Spain,Chardonnay,Chardonnay,White wine,Andalucía,,,,,,,,,,,,,,,kg,,5.47,active
jerez-tarabilla,DELGADO ZULETA TARABILLA,"<p><strong>VIEW</strong>: The wine is light yellow in color</p><p><strong>BOUQUET</strong>: Complex flavors of fresh fruit, citrus fruit, nuts, and yeast</p><p><strong>MOUTH</strong>: A rounded, velvety wine with a good combination of acidity and light bitterness, characteristic of this grape variety </p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, Andalucia, blanco, dulce, españa, moscatel, nacional, sanlucar de berrameda, seco",true,Vintage,2021,,Size,0.75 L,,,,,206,1000.0,shopify,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_14.jpg?v=1691058724,1,"",false,,,,,,,,,,,,,,12%,Manzanilla-Sanlúcar de Barrameda,All collections,L23,,Spain,Moscatel,Moscatel,White wine,Andalucía,,,,spain,,,,,,,,,,,kg,,6.52,active
gallipato,DELGADO ZULETA GALLIPATO,"<p><strong>VIEW</strong>: The wine is bright yellow. </p><p><strong>BOUQUET</strong>: Floral aroma, interspersed with notes of bread dough and almonds, characteristic of sherry-type wines.</p><p><strong>MOUTH</strong>: A soft and voluminous wine with a good combination of acidity and freshness.</p>",DELGADO ZULETA,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Fortified wine,"all collections, Andalucia, blanco, españa, nacional, pedro jimenez, pedro ximenez, sanlucar de berrameda, seco",true,Vintage,2021,,Size,0.75 L,,,,,199,1000.0,shopify,deny,manual,12.60,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_3.jpg?v=1691057708,1,"",false,,,,,,,,,,,,,,"14,5%",Manzanilla-Sanlúcar de Barrameda,All collections,L23,,Spain,Pedro Ximénez,Pedro Ximénez,White wine,Andalucía,,,,,,,,,,,,,,,kg,,6.54,active
finca-matambres,MONTEABELLÓN FINCA MATAMBRES,"<p><strong>AGING:</strong> Aged for at least 20 months in barrels. 80% French oak and 20% American oak.</p>
<p><strong>VIEW:</strong> Dark cherry color. </p>
<p><strong>BOUQUET:</strong> Very expressive aroma with ripe black fruits, creamy oak, and toasted notes. Balsamic woods and licorice.</p>
<p><strong>MOUTH: </strong>Very powerful and refined taste of a well aged wine.</p>",MONTEABELLÓN,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Castilla y León, españa, nacional, ribera del duero, seco, spain, tempranillo, tinto",true,Vintage,2020,,Size,0.75 L,,,,,802,1000.0,shopify,deny,manual,28.00,29.90,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_2.jpg?v=1691057649,1,"",false,,,,,,,,,,,,,,14%,Ribera del Duero,All collections,J22,,Spain,Tempranillo,Tempranillo,Red wine,Castilla y León,,,,,,,,,,,,,,,kg,,15.07,active
finca-la-blanquera,MONTEABELLÓN FINCA LA BLANQUERA,"<p><strong>AGING: </strong>24 months in barrel, 100% French oak.</p>
<p><strong>VIEW</strong>: Very intense cherry color.</p>
<p><strong>BOUQUET</strong>: Powerful aroma with notes of blackberry preserves and elegant toasted tones.</p>
<p><strong>MOUTH</strong>: Meaty and velvety on the palate, with a long, persistent finish.</p>
<p><strong>FOOD PAIRING: </strong>Recommended for all types of meats and roasts. Pairs perfectly with grilled meats and game. Also ideal with aged sheep’s cheese.<br></p>",MONTEABELLÓN,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Castilla y León, españa, nacional, ribera del duero, seco, spain, tempranillo, tinto",true,Vintage,2018,,Size,0.75 L,,,,,285,1000.0,shopify,deny,manual,57.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_2.png?v=1721414054,1,"",false,,,,,,,,,,,,,,14%,Ribera del Duero,All collections,J22,,Spain,Tempranillo,Tempranillo,Red wine,Castilla y León,,,,,,,,,,,,,,,kg,,26.55,active
finca-la-blanquera,,,,,,,,,2019,,,0.75 L,,,,,695,1000.0,shopify,deny,manual,57.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.80,
finca-la-blanquera,,,,,,,,,2020,,,0.75 L,,,,,950,1000.0,shopify,deny,manual,57.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,31.18,
monteabellon-crianza-14-meses,MONTEABELLÓN 14 MESES EN BARRICA,"<p><strong>AGING: </strong>14 months in barrel: 70% French oak and 30% American oak.</p>
<p><strong>VIEW</strong>: Intense cherry color with garnet rim.</p>
<p><strong>BOUQUET</strong>: Intense aroma of candied fruit and sweet spices, elegantly integrated with high-quality oak. </p>
<p><strong>MOUTH</strong>: Very flavorful, powerful, and fruity with mature tannins.</p>
<p><strong>FOOD PAIRING: </strong>Recommended for all types of meats and roasts, especially grilled meats and stews. Also excellent with aged cheeses.</p>",MONTEABELLÓN,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Castilla y León, españa, nacional, ribera del duero, seco, spain, tempranillo, tinto",true,Vintage,2022,,Size,0.75 L,,,,,921,1000.0,shopify,deny,manual,16.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_92.png?v=1730750091,1,"",false,,,,,,,,,,,,,,"14,5%",Ribera del Duero,All collections,J11,,Spain,Tempranillo,Tempranillo,Red wine,Castilla y León,,,,,,,,,,,,,,,kg,,8.36,active
monteabellon-crianza-14-meses,,,,,,,,,2022,,,1.5 L,,,,,949,1000.0,shopify,deny,manual,32.00,,true,true,,,,,8436020870927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,16.72,
monteabellon-roble-5-meses,MONTEABELLÓN 5 MESES EN BARRICA,"<p><strong>AGING: </strong>5 months in barrel: 50% French oak and 50% American oak.</p>
<p><strong>VIEW</strong>: Very intense cherry-red color, bright.</p>
<p><strong>BOUQUET</strong>: Highly intense aroma with pronounced fruity notes of blackberry and blueberry, perfectly integrated with high-quality oak.</p>
<p><strong>MOUTH</strong>: Good structure and strong fruit expression, powerful with mature tannins.</p>
<p><strong>FOOD PAIRING: </strong>This wine is recommended with all types of meats and pairs excellently with a variety of cheeses.<br></p>",MONTEABELLÓN,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Castilla y León, españa, nacional, ribera del duero, seco, spain, tempranillo, tinto",true,Vintage,2023,,Size,0.75 L,,,,,801,1000.0,shopify,deny,manual,9.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_91.png?v=1730749355,1,"",false,,"VIEW: The wine has a rich bright cherry color BOUQUET: Pronounced fruity aroma of blackberries and blueberries and woody notes. MOUTH: The taste is powerful, fresh, well-structured, with ripe tannins.",,,,,,,,,,,,14%,Ribera del Duero,All collections,J12,,Spain,Tempranillo,Tempranillo,Red wine,Castilla y León,,,,,,,,,,,,,,,kg,,4.39,active
la-raspa-blanco-seco,VIÑEDOS VERTICALES LA RASPA,"<p><strong>VIEW</strong>: The wine is bright light straw color</p><p><strong>BOUQUET</strong>: Floral and citrus aromas. </p><p><strong>MOUTH</strong>: The taste is very pleasant, with excellent acidity, a good mineral background and an interesting brackish flavor.</p>",VIÑEDOS VERTICALES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, Andalucia, blanco, doradilla, españa, moscatel de alejandria, seco, sierras de malaga, spain",true,Vintage,2021,,Size,0.75 L,,,,,331,1000.0,shopify,deny,manual,10.70,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_18.jpg?v=1691059131,1,"",false,,,,,,,,,,,,,,13%,Sierras de Málaga,All collections,H21,,Spain,Moscatel de Alejandría / Doradilla,Moscatel de Alejandría,White wine,Andalucía,,,,,,,,,,,,,,,kg,,4.52,active
filitas-y-lutitas,VIÑEDOS VERTICALES FILITAS Y LUTITAS,"<p><strong>VIEW</strong>: The wine is bright light straw color with a golden tint.</p><p><strong>BOUQUET</strong>: The aroma is complex, with mineral and floral notes.</p><p><strong>MOUTH</strong>: The taste is intense, bright, with excellent acidity and brackish flavor.</p>",VIÑEDOS VERTICALES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, Andalucia, blanco, españa, jimenez, moscatel de alejandria, pedro ximenez, seco, sierras de malaga, spain",true,Vintage,2019,,Size,0.75 L,,,,,330,1000.0,shopify,deny,manual,18.50,22.30,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Disenosintitulo_16.png?v=1722849263,1,"",false,,,,,,,,,,,,,,"13,5%",Sierras de Málaga,All collections,H12,,Spain,Moscatel de Alejandría / Pedro Ximén,Moscatel de Alejandría,White wine,Andalucía,,,,,,,,,,,,,,,kg,,9.02,active
into-garnacha-magnetico,VIÑEDOS VERTICALES MAGNÉTICO,"<p><strong>VIEW</strong>: The wine is purple in color with medium intensity. </p><p><strong>BOUQUET</strong>: Aroma of forest berries and red flowers on a mineral background.</p><p><strong>MOUTH</strong>: The taste is bright, fresh (""electric"") and fruity.</p>",VIÑEDOS VERTICALES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Andalucia, españa, garnacha, nacional, seco, sierras de malaga, spain, tinto",true,Vintage,2021,,Size,0.75 L,,,,,332,1000.0,shopify,deny,manual,18.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_4.jpg?v=1691057765,1,"",false,,,,,,,,,,,,,,13%,Sierras de Málaga,All collections,H21,,Spain,Garnacha,Grenache,Red wine,Andalucía,,,,,,,,,,,,,,,kg,,8.80,active
josep-foraster-trepat,JOSEP FORASTER TREPAT,"<p><strong>VIEW</strong>: The wine is red-ruby color of medium intensity with a lilac tint.</p><p><strong>BOUQUET</strong>: Intense aroma of wild berries and white pepper with light nutty and balsamic notes.</p><p><strong>MOUTH</strong>: The taste is balanced and elegant, very fresh, fruity and at the same time mineral. Long aftertaste.</p>",MAS FORASTER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, Catalonia, catalunya, Cataluña, conca de barbera, españa, montblanc, nacional, regional, seco, spain, tinto, trepat",true,Vintage,2022,,Size,0.75 L,,,,,270,1000.0,shopify,deny,manual,14.95,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2852.png?v=1716312302,1,"",false,,,,,,,,,,,,,,12%,Conca de Barberà,All collections,G13,TRUE,Spain,Trepat,Trepat,Red wine,Catalunya,,,,,,,,,,,,,,,kg,,8.63,active
josep-foraster-trepat,,,,,,,,,2024,,,0.75 L,,,,,979,1000.0,shopify,deny,manual,14.95,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.63,
josep-foraster-blanc-seleccio,JOSEP FORASTER BLANC SELECCIÓ,"<p><strong>VIEW</strong>: Straw-colored wine with a golden tint.</p><p><strong>BOUQUET</strong>: Elegant and original aroma of ripe tropical fruits, citrus fruits and bread toast with light nutty notes. </p><p><strong>MOUTH</strong>: Oily, mineral, refreshing wine with very pleasant acidity and long nutty and creamy aftertaste.</p>",MAS FORASTER,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, blanco, Catalonia, catalunya, Cataluña, chardonnay, conca de barbera, españa, garnacha blanca, macabeo, montblanc, nacional, regional, spain",true,Vintage,2024,,Size,0.75 L,,,,,918,1000.0,shopify,deny,manual,13.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/IMG-2853.png?v=1716313187,1,"",false,,,,,,,,,,,,,,"11,5%",Conca de Barberà,All collections,G14,TRUE,Spain,Garnacha Blanca / Macabeo / Chardonnay,Grenache Blanc,White wine,Catalunya,,,,spain,,,,seco,blanco,,,,,,kg,,8.34,active
parato-passio-vi-negre-reserva,PARATÓ PASSIÓ RESERVA,"<p><strong>VIEW</strong>: The wine is deep red-purple in color with a hint of dark mahogany around the edge of the glass.</p><p><strong>BOUQUET</strong>: Characteristic aroma from barrel aging: cigar box, tobacco and tea leaves, tones of roasted coffee, wet charcoal; after aeration, fresh balsamic notes (menthol, pine oleoresin) with a touch of roasted piña nuts and candied almonds appear.</p><p><strong>MOUTH</strong>: Elegant, lively and intense flavor with pronounced varietal notes. Gradually unfolding spice notes (nutmeg, cinnamon) and an enveloping mineral tone of graphite. Long aftertaste, well-balanced acidity.</p>",PARATÓ,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, cabernet sauvignon, Catalonia, catalunya, Cataluña, españa, nacional, penedes, regional, seco, spain, tempranillo, tinto",true,Vintage,2012,,Size,0.75 L,,,,,670,1000.0,shopify,deny,manual,23.30,23.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/image_23.jpg?v=1691059459,1,"",false,,,,,,,,,,,,,,"14,5%",Penedès,All collections,F44,,Spain,Cabernet Sauvigon / Tempranillo,Tempranillo,Red wine,Catalunya,,,,,,,,,,,,,,,kg,,9.65,active
